year,week,prcp_week_in,TMAX,TMIN,TAVG,AWND,capacity_factor,rain_category,labor_hours,plant_start_week,plant_end_week,harvest_start_week,harvest_end_week,is_plant_window,is_harvest_window
2017,1,0.2283972095924497,25.728571428571428,9.25,29.750449527285213,11.11108612605491,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,2,0.39373997481888556,39.24285714285714,21.81428571428572,41.264735241570925,12.837275485195393,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,3,1.2774363358596117,47.24285714285714,35.128571428571426,52.15044952728521,9.697623449018806,0.7,moderate,36.52271706784646,15,21,32,50,False,False
2017,4,0.07332998344788266,37.77142857142857,29.285714285714285,45.40759238442807,13.413187988872753,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,5,0.011443213977535225,37.79285714285714,19.97142857142857,41.75044952728521,12.11428855181548,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,6,0.37923667703728103,46.72857142857143,24.442857142857143,47.92187809871378,13.454988089946111,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,7,0.0042036296244005395,56.70503597122302,30.2,55.66473524157092,9.73632724630895,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,8,0.24778061286052033,58.392857142857146,36.65714285714286,59.89330667014236,13.006024041380426,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,9,0.752916772726031,52.726618705035975,31.01428571428572,54.55044952728521,14.117597099553398,0.7,moderate,36.52271706784646,15,21,32,50,False,False
2017,10,0.3991112793389537,50.48571428571429,31.9,53.264735241570925,14.239901098990254,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,11,0.2707825156761231,42.726618705035975,23.26428571428572,46.00759238442807,11.549213111379354,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,12,0.7673959414323005,59.50359712230216,38.7,61.121878098713786,13.456536241837716,0.7,moderate,36.52271706784646,15,21,32,50,False,False
2017,13,1.5588459857153405,55.364285714285714,40.57142857142857,59.52187809871379,10.807648355300174,0.4,heavy,36.52271706784646,15,21,32,50,False,False
2017,14,1.3180714222288206,60.40714285714286,42.207142857142856,63.92187809871378,14.983014006961044,0.7,moderate,36.52271706784646,15,21,32,50,False,False
2017,15,1.1400902934257546,72.27857142857142,48.33571428571429,74.06473524157093,11.888258375641028,0.7,moderate,36.52271706784646,15,21,32,50,True,False
2017,16,0.1802890038909722,69.99285714285715,45.97142857142857,70.92187809871379,11.337116302229356,0.9,light,270.53864494701077,15,21,32,50,True,False
2017,17,3.223483316978104,65.95,45.52142857142857,66.8361638129995,13.37758049536582,0.2,very_heavy,270.53864494701077,15,21,32,50,True,False
2017,18,1.2858435951084142,59.72857142857143,41.57142857142857,63.97902095585664,13.264565407278598,0.7,moderate,270.53864494701077,15,21,32,50,True,False
2017,19,1.0516080110376294,74.24285714285715,49.73571428571429,75.66473524157092,8.776473073513346,0.7,moderate,270.53864494701077,15,21,32,50,True,False
2017,20,1.5518399363413387,77.40714285714286,56.16428571428571,78.80759238442808,15.404111321477824,0.4,heavy,270.53864494701077,15,21,32,50,True,False
2017,21,0.8190071718207784,71.71428571428571,53.21428571428572,74.0361638129995,8.74551003568123,0.7,moderate,36.52271706784646,15,21,32,50,True,False
2017,22,0.10125801948189224,82.28985507246377,55.89855072463768,82.20759238442808,7.353721485127606,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,23,0.042970436160542455,84.49285714285715,58.32374100719424,85.46473524157093,11.487287035715124,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,24,1.3491315744535612,88.96428571428571,67.95,91.06473524157093,10.442284508881201,0.7,moderate,36.52271706784646,15,21,32,50,False,False
2017,25,0.593879451936196,81.60714285714286,60.121428571428574,83.80759238442808,9.985579700857485,0.7,moderate,36.52271706784646,15,21,32,50,False,False
2017,26,0.7657637723318131,81.22857142857143,58.58992805755396,82.37902095585665,9.129451704799472,0.7,moderate,36.52271706784646,15,21,32,50,False,False
2017,27,0.2368044688412514,86.99285714285715,64.90714285714286,89.23616381299951,6.777808981450244,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,28,1.3388560353716923,84.97857142857143,65.7,88.95044952728522,8.319768265489632,0.7,moderate,36.52271706784646,15,21,32,50,False,False
2017,29,2.2968165197768347,89.63571428571429,67.60714285714286,91.75044952728521,6.810320171173966,0.4,heavy,36.52271706784646,15,21,32,50,False,False
2017,30,0.8664147725848558,82.8695652173913,62.35714285714285,85.60759238442807,7.850678242333072,0.7,moderate,36.52271706784646,15,21,32,50,False,False
2017,31,0.3150386868509354,80.97857142857143,59.68571428571428,83.23616381299951,6.228215059930181,0.9,light,36.52271706784646,15,21,32,50,False,False
2017,32,0.2106485511783124,80.44285714285714,56.56428571428572,81.69330667014236,5.878332732427267,0.9,light,36.52271706784646,15,21,32,50,False,True
2017,33,0.39373997481888556,84.5,63.02857142857143,86.15044952728522,7.071957840855347,0.9,light,36.52271706784646,15,21,32,50,False,True
2017,34,0.5854721926873943,79.2,57.47142857142857,80.69330667014236,7.200454447858631,0.7,moderate,36.52271706784646,15,21,32,50,False,True
2017,35,0.516112303884779,77.8,54.52142857142857,78.29330667014236,6.805675715499149,0.7,moderate,36.52271706784646,15,21,32,50,False,True
2017,36,0.022668461974546816,75.75912408759125,50.07299270072993,75.26473524157093,8.22215212821758,0.9,light,405.8079674205162,15,21,32,50,False,True
2017,37,0.06878834266947274,81.45864661654136,55.27067669172932,80.80759238442808,6.3350375404509816,0.9,light,405.8079674205162,15,21,32,50,False,True
2017,38,0.4752867021378562,88.9624060150376,64.33834586466165,88.49330667014236,6.1783645690204745,0.7,moderate,405.8079674205162,15,21,32,50,False,True
2017,39,0.003834890183663381,79.3984962406015,52.3984962406015,77.77902095585665,7.4521839454337355,0.9,light,405.8079674205162,15,21,32,50,False,True
2017,40,0.9965920864796808,77.61654135338345,59.03007518796993,80.49330667014236,10.10710962434854,0.7,moderate,405.8079674205162,15,21,32,50,False,True
2017,41,3.731587829341546,71.13533834586467,53.0,73.5218780987138,10.09859478894471,0.2,very_heavy,405.8079674205162,15,21,32,50,False,True
2017,42,0.25142498766647065,72.33082706766918,46.71428571428572,71.60759238442807,10.199069846709927,0.9,light,405.8079674205162,15,21,32,50,False,True
2017,43,1.0162314273872464,53.278195488721806,36.93233082706767,56.8361638129995,11.919066598283983,0.7,moderate,405.8079674205162,15,21,32,50,False,True
2017,44,0.4278299361150142,52.5187969924812,38.04511278195488,57.37902095585664,10.829167666593495,0.9,light,405.8079674205162,15,21,32,50,False,True
2017,45,0.2644030157903842,45.01503759398496,28.37593984962406,48.06473524157093,9.31522993179217,0.9,light,405.8079674205162,15,21,32,50,False,True
2017,46,1.146392484279055,47.95488721804512,30.56390977443609,51.693306670142356,12.32096682934485,0.7,moderate,36.52271706784646,15,21,32,50,False,True
2017,47,0.006711057821411555,51.721804511278194,27.113636363636363,52.29330667014236,11.464374387719355,0.9,light,36.52271706784646,15,21,32,50,False,True
