year,week,labor_hours
2021,38,423.02325832046245
2021,39,423.02325832046245
2021,40,423.02325832046245
2021,41,423.02325832046245
2021,42,423.02325832046245
2021,43,423.02325832046245
2021,44,423.02325832046245
2021,45,423.02325832046245
2021,46,38.072093248841625
2021,47,38.072093248841625
2021,48,38.072093248841625
2021,49,38.072093248841625
2021,50,38.072093248841625
2021,51,38.072093248841625
2021,52,38.072093248841625
2022,1,38.072093248841625
2022,2,38.072093248841625
2022,3,38.072093248841625
2022,4,38.072093248841625
2022,5,38.072093248841625
2022,6,38.072093248841625
2022,7,38.072093248841625
2022,8,38.072093248841625
2022,9,38.072093248841625
2022,10,38.072093248841625
2022,11,38.072093248841625
2022,12,38.072093248841625
2022,13,38.072093248841625
2022,14,38.072093248841625
2022,15,38.072093248841625
2022,16,282.01550554697496
2022,17,282.01550554697496
2022,18,282.01550554697496
2022,19,282.01550554697496
2022,20,282.01550554697496
2022,21,38.072093248841625
2022,22,38.072093248841625
2022,23,38.072093248841625
2022,24,38.072093248841625
2022,25,38.072093248841625
2022,26,38.072093248841625
2022,27,38.072093248841625
2022,28,38.072093248841625
2022,29,38.072093248841625
2022,30,38.072093248841625
2022,31,38.072093248841625
2022,32,38.072093248841625
2022,33,38.072093248841625
2022,34,38.072093248841625
2022,35,38.072093248841625
2022,36,423.02325832046245
2022,37,423.02325832046245
2022,38,423.02325832046245
2022,39,423.02325832046245
2022,40,423.02325832046245
2022,41,423.02325832046245
2022,42,423.02325832046245
2022,43,423.02325832046245
2022,44,423.02325832046245
2022,45,423.02325832046245
2022,46,38.072093248841625
2022,47,38.072093248841625
2022,48,38.072093248841625
2022,49,38.072093248841625
2022,50,38.072093248841625
2022,51,38.072093248841625
2022,52,38.072093248841625
2023,1,38.072093248841625
2023,2,38.072093248841625
2023,3,38.072093248841625
2023,4,38.072093248841625
2023,5,38.072093248841625
2023,6,38.072093248841625
2023,7,38.072093248841625
2023,8,38.072093248841625
2023,9,38.072093248841625
2023,10,38.072093248841625
2023,11,38.072093248841625
2023,12,38.072093248841625
2023,13,38.072093248841625
2023,14,38.072093248841625
2023,15,38.072093248841625
2023,16,282.01550554697496
2023,17,282.01550554697496
2023,18,282.01550554697496
2023,19,282.01550554697496
2023,20,282.01550554697496
2023,21,38.072093248841625
2023,22,38.072093248841625
2023,23,38.072093248841625
2023,24,38.072093248841625
2023,25,38.072093248841625
2023,26,38.072093248841625
2023,27,38.072093248841625
2023,28,38.072093248841625
2023,29,38.072093248841625
2023,30,38.072093248841625
2023,31,38.072093248841625
2023,32,38.072093248841625
2023,33,38.072093248841625
2023,34,38.072093248841625
2023,35,38.072093248841625
2023,36,423.02325832046245
2023,37,423.02325832046245
2023,38,423.02325832046245
2023,39,423.02325832046245
2023,40,423.02325832046245
2023,41,423.02325832046245
2023,42,423.02325832046245
2023,43,423.02325832046245
2023,44,423.02325832046245
2023,45,423.02325832046245
2023,46,38.072093248841625
2023,47,38.072093248841625
2023,48,38.072093248841625
2023,49,38.072093248841625
2023,50,38.072093248841625
2023,51,38.072093248841625
2023,52,38.072093248841625
2024,1,38.072093248841625
2024,2,38.072093248841625
2024,3,38.072093248841625
2024,4,38.072093248841625
2024,5,38.072093248841625
2024,6,38.072093248841625
2024,7,38.072093248841625
2024,8,38.072093248841625
2024,9,38.072093248841625
2024,10,38.072093248841625
2024,11,38.072093248841625
2024,12,38.072093248841625
2024,13,38.072093248841625
2024,14,38.072093248841625
2024,15,38.072093248841625
2024,16,282.01550554697496
2024,17,282.01550554697496
2024,18,282.01550554697496
2024,19,282.01550554697496
2024,20,282.01550554697496
2024,21,38.072093248841625
2024,22,38.072093248841625
2024,23,38.072093248841625
2024,24,38.072093248841625
2024,25,38.072093248841625
2024,26,38.072093248841625
2024,27,38.072093248841625
2024,28,38.072093248841625
2024,29,38.072093248841625
2024,30,38.072093248841625
2024,31,38.072093248841625
2024,32,38.072093248841625
2024,33,38.072093248841625
2024,34,38.072093248841625
2024,35,38.072093248841625
2024,36,423.02325832046245
2024,37,423.02325832046245
2024,38,423.02325832046245
2024,39,423.02325832046245
2024,40,423.02325832046245
2024,41,423.02325832046245
2024,42,423.02325832046245
2024,43,423.02325832046245
2024,44,423.02325832046245
2024,45,423.02325832046245
2024,46,38.072093248841625
2024,47,38.072093248841625
2024,48,38.072093248841625
2024,49,38.072093248841625
2024,50,38.072093248841625
2024,51,38.072093248841625
2024,52,38.072093248841625
