station,date,AWND,PRCP,TAVG,TMAX,TMIN,year,week
GHCND:USW00094846,2020-04-13,17.0,0.02,45.0,56.0,34.0,2020,16
GHCND:USW00094846,2020-04-14,12.3,0.0,35.0,41.0,30.0,2020,16
GHCND:USW00094846,2020-04-15,8.3,0.1,33.0,40.0,27.0,2020,16
GHCND:USW00094846,2020-04-16,9.2,0.0,37.0,47.0,28.0,2020,16
GHCND:USW00094846,2020-04-17,7.8,0.29,38.0,42.0,34.0,2020,16
GHCND:USW00094846,2020-04-18,16.3,0.0,44.0,59.0,34.0,2020,16
GHCND:USW00094846,2020-04-19,11.2,0.0,53.0,62.0,39.0,2020,16
GHCND:USW00094846,2020-04-20,12.5,0.04,48.0,64.0,36.0,2020,17
GHCND:USW00094846,2020-04-21,14.5,0.0,47.0,53.0,36.0,2020,17
GHCND:USW00094846,2020-04-22,6.9,0.06,46.0,63.0,40.0,2020,17
GHCND:USW00094846,2020-04-23,7.6,0.0,50.0,57.0,43.0,2020,17
GHCND:USW00094846,2020-04-24,9.8,0.0,45.0,50.0,40.0,2020,17
GHCND:USW00094846,2020-04-25,12.8,0.19,44.0,47.0,42.0,2020,17
GHCND:USW00094846,2020-04-26,11.4,0.0,49.0,63.0,41.0,2020,17
GHCND:USW00094846,2020-04-27,9.2,0.16,53.0,68.0,40.0,2020,18
GHCND:USW00094846,2020-04-28,7.4,0.27,61.0,76.0,48.0,2020,18
GHCND:USW00094846,2020-04-29,10.7,1.89,56.0,61.0,43.0,2020,18
GHCND:USW00094846,2020-04-30,13.6,0.16,47.0,56.0,42.0,2020,18
GHCND:USW00094846,2020-05-01,5.8,0.0,52.0,68.0,38.0,2020,18
GHCND:USW00094846,2020-05-02,10.5,0.0,65.0,77.0,59.0,2020,18
GHCND:USW00094846,2020-05-03,12.3,0.0,67.0,74.0,48.0,2020,18
GHCND:USW00094846,2020-05-04,16.1,0.0,48.0,48.0,40.0,2020,19
GHCND:USW00094846,2020-05-05,9.8,0.09,45.0,49.0,40.0,2020,19
GHCND:USW00094846,2020-05-06,8.1,0.0,49.0,63.0,40.0,2020,19
GHCND:USW00094846,2020-05-07,10.5,0.0,56.0,66.0,45.0,2020,19
GHCND:USW00094846,2020-05-08,14.5,0.0,44.0,46.0,34.0,2020,19
GHCND:USW00094846,2020-05-09,10.7,0.0,42.0,59.0,31.0,2020,19
GHCND:USW00094846,2020-05-10,10.7,0.2,50.0,55.0,37.0,2020,19
GHCND:USW00094846,2020-05-11,7.4,0.0,43.0,52.0,41.0,2020,20
GHCND:USW00094846,2020-05-12,10.1,0.0,50.0,63.0,41.0,2020,20
GHCND:USW00094846,2020-05-13,11.4,0.08,53.0,69.0,42.0,2020,20
GHCND:USW00094846,2020-05-14,7.8,3.53,61.0,73.0,54.0,2020,20
GHCND:USW00094846,2020-05-15,7.8,0.68,68.0,79.0,54.0,2020,20
GHCND:USW00094846,2020-05-16,11.6,0.56,60.0,67.0,50.0,2020,20
GHCND:USW00094846,2020-05-17,8.5,3.11,59.0,68.0,53.0,2020,20
GHCND:USW00094846,2020-05-18,10.1,0.0,61.0,64.0,53.0,2020,21
GHCND:USW00094846,2020-05-19,13.6,0.25,54.0,59.0,52.0,2020,21
GHCND:USW00094846,2020-05-20,11.4,0.0,59.0,66.0,53.0,2020,21
GHCND:USW00094846,2020-05-21,6.7,0.0,62.0,70.0,57.0,2020,21
GHCND:USW00094846,2020-05-22,4.3,0.0,63.0,72.0,57.0,2020,21
GHCND:USW00094846,2020-05-23,8.7,0.52,66.0,82.0,55.0,2020,21
GHCND:USW00094846,2020-05-24,6.0,0.0,74.0,90.0,64.0,2020,21
GHCND:USW00094846,2020-05-25,8.9,0.18,78.0,88.0,69.0,2020,22
GHCND:USW00094846,2020-05-26,8.5,0.07,79.0,89.0,68.0,2020,22
GHCND:USW00094846,2020-05-27,6.7,0.03,80.0,87.0,72.0,2020,22
GHCND:USW00094846,2020-05-28,10.1,0.21,75.0,82.0,62.0,2020,22
GHCND:USW00094846,2020-05-29,11.2,0.0,67.0,76.0,58.0,2020,22
GHCND:USW00094846,2020-05-30,8.3,0.0,63.0,73.0,54.0,2020,22
GHCND:USW00094846,2020-05-31,8.5,0.0,59.0,69.0,50.0,2020,22
GHCND:USW00094846,2020-06-01,12.8,0.02,63.0,76.0,53.0,2020,23
GHCND:USW00094846,2020-06-02,16.1,0.0,77.0,94.0,67.0,2020,23
GHCND:USW00094846,2020-06-03,8.1,0.19,79.0,87.0,67.0,2020,23
GHCND:USW00094846,2020-06-04,7.4,0.0,78.0,88.0,70.0,2020,23
GHCND:USW00094846,2020-06-05,6.9,0.0,79.0,89.0,70.0,2020,23
GHCND:USW00094846,2020-06-06,11.0,0.0,74.0,76.0,59.0,2020,23
GHCND:USW00094846,2020-06-07,8.5,0.0,66.0,79.0,56.0,2020,23
GHCND:USW00094846,2020-06-08,8.3,0.0,75.0,90.0,62.0,2020,24
GHCND:USW00094846,2020-06-09,15.2,0.26,79.0,91.0,73.0,2020,24
GHCND:USW00094846,2020-06-10,13.0,0.3,76.0,84.0,62.0,2020,24
GHCND:USW00094846,2020-06-11,11.0,0.0,68.0,82.0,59.0,2020,24
GHCND:USW00094846,2020-06-12,8.3,0.0,70.0,75.0,54.0,2020,24
GHCND:USW00094846,2020-06-13,15.2,0.0,58.0,66.0,52.0,2020,24
GHCND:USW00094846,2020-06-14,10.1,0.0,60.0,68.0,53.0,2020,24
GHCND:USW00094846,2020-06-15,6.7,0.0,63.0,73.0,52.0,2020,25
GHCND:USW00094846,2020-06-16,6.5,0.0,69.0,86.0,57.0,2020,25
GHCND:USW00094846,2020-06-17,6.0,0.0,76.0,87.0,64.0,2020,25
GHCND:USW00094846,2020-06-18,5.1,0.0,78.0,90.0,66.0,2020,25
GHCND:USW00094846,2020-06-19,4.9,0.0,81.0,93.0,69.0,2020,25
GHCND:USW00094846,2020-06-20,9.6,0.19,82.0,91.0,71.0,2020,25
GHCND:USW00094846,2020-06-21,6.7,0.0,76.0,84.0,69.0,2020,25
GHCND:USW00094846,2020-06-22,6.9,1.55,77.0,88.0,67.0,2020,26
GHCND:USW00094846,2020-06-23,11.4,0.0,70.0,78.0,63.0,2020,26
GHCND:USW00094846,2020-06-24,6.9,0.04,70.0,81.0,61.0,2020,26
GHCND:USW00094846,2020-06-25,6.5,0.0,74.0,86.0,62.0,2020,26
GHCND:USW00094846,2020-06-26,7.6,1.55,75.0,81.0,70.0,2020,26
GHCND:USW00094846,2020-06-27,7.4,0.0,78.0,88.0,72.0,2020,26
GHCND:USW00094846,2020-06-28,6.3,0.0,78.0,85.0,72.0,2020,26
GHCND:USW00094846,2020-06-29,7.6,0.3,81.0,93.0,72.0,2020,27
GHCND:USW00094846,2020-06-30,6.5,0.0,79.0,91.0,73.0,2020,27
GHCND:USW00094846,2020-07-01,9.2,0.0,81.0,89.0,71.0,2020,27
GHCND:USW00094846,2020-07-02,6.5,0.0,80.0,91.0,69.0,2020,27
GHCND:USW00094846,2020-07-03,4.0,0.0,81.0,91.0,69.0,2020,27
GHCND:USW00094846,2020-07-04,7.4,0.0,81.0,89.0,71.0,2020,27
GHCND:USW00094846,2020-07-05,4.9,0.0,82.0,94.0,71.0,2020,27
GHCND:USW00094846,2020-07-06,4.3,0.0,85.0,95.0,75.0,2020,28
GHCND:USW00094846,2020-07-07,7.2,0.19,87.0,96.0,73.0,2020,28
GHCND:USW00094846,2020-07-08,4.5,0.0,81.0,93.0,74.0,2020,28
GHCND:USW00094846,2020-07-09,8.9,0.63,84.0,93.0,73.0,2020,28
GHCND:USW00094846,2020-07-10,11.0,0.33,79.0,86.0,71.0,2020,28
GHCND:USW00094846,2020-07-11,8.1,0.0,78.0,85.0,71.0,2020,28
GHCND:USW00094846,2020-07-12,10.3,0.0,76.0,79.0,68.0,2020,28
GHCND:USW00094846,2020-07-13,5.1,0.0,74.0,84.0,65.0,2020,29
GHCND:USW00094846,2020-07-14,7.8,0.0,76.0,86.0,68.0,2020,29
GHCND:USW00094846,2020-07-15,9.8,0.46,80.0,88.0,66.0,2020,29
GHCND:USW00094846,2020-07-16,7.6,0.0,73.0,85.0,68.0,2020,29
GHCND:USW00094846,2020-07-17,7.2,0.0,78.0,90.0,68.0,2020,29
GHCND:USW00094846,2020-07-18,12.5,0.0,83.0,91.0,77.0,2020,29
GHCND:USW00094846,2020-07-19,12.3,0.18,81.0,84.0,73.0,2020,29
GHCND:USW00094846,2020-07-20,7.6,0.0,78.0,87.0,68.0,2020,30
GHCND:USW00094846,2020-07-21,6.7,0.03,77.0,83.0,73.0,2020,30
GHCND:USW00094846,2020-07-22,8.7,0.0,78.0,88.0,70.0,2020,30
GHCND:USW00094846,2020-07-23,7.4,0.0,74.0,83.0,65.0,2020,30
GHCND:USW00094846,2020-07-24,5.8,0.0,75.0,87.0,65.0,2020,30
GHCND:USW00094846,2020-07-25,6.3,0.0,80.0,92.0,69.0,2020,30
GHCND:USW00094846,2020-07-26,12.3,0.06,86.0,96.0,76.0,2020,30
GHCND:USW00094846,2020-07-27,7.8,0.01,81.0,87.0,72.0,2020,31
GHCND:USW00094846,2020-07-28,9.4,0.0,78.0,89.0,69.0,2020,31
GHCND:USW00094846,2020-07-29,8.9,0.57,81.0,91.0,73.0,2020,31
GHCND:USW00094846,2020-07-30,13.0,0.09,77.0,83.0,68.0,2020,31
GHCND:USW00094846,2020-07-31,9.6,0.0,74.0,82.0,66.0,2020,31
GHCND:USW00094846,2020-08-01,7.6,0.0,74.0,80.0,69.0,2020,31
GHCND:USW00094846,2020-08-02,7.8,0.05,75.0,86.0,67.0,2020,31
GHCND:USW00094846,2020-08-03,11.2,0.0,68.0,72.0,61.0,2020,32
GHCND:USW00094846,2020-08-04,8.5,0.0,66.0,76.0,59.0,2020,32
GHCND:USW00094846,2020-08-05,5.4,0.0,67.0,78.0,56.0,2020,32
GHCND:USW00094846,2020-08-06,5.8,0.0,73.0,82.0,66.0,2020,32
GHCND:USW00094846,2020-08-07,4.9,0.0,74.0,86.0,62.0,2020,32
GHCND:USW00094846,2020-08-08,9.6,0.0,78.0,89.0,68.0,2020,32
GHCND:USW00094846,2020-08-09,9.6,0.06,82.0,93.0,73.0,2020,32
GHCND:USW00094846,2020-08-10,9.8,0.41,79.0,91.0,69.0,2020,33
GHCND:USW00094846,2020-08-11,6.0,0.0,75.0,85.0,66.0,2020,33
GHCND:USW00094846,2020-08-12,5.4,0.0,76.0,86.0,64.0,2020,33
GHCND:USW00094846,2020-08-13,5.6,0.0,78.0,87.0,69.0,2020,33
GHCND:USW00094846,2020-08-14,7.2,0.0,79.0,90.0,68.0,2020,33
GHCND:USW00094846,2020-08-15,6.3,0.25,79.0,91.0,69.0,2020,33
GHCND:USW00094846,2020-08-16,7.2,0.0,75.0,86.0,64.0,2020,33
GHCND:USW00094846,2020-08-17,5.4,0.0,77.0,86.0,69.0,2020,34
GHCND:USW00094846,2020-08-18,9.6,0.0,75.0,78.0,66.0,2020,34
GHCND:USW00094846,2020-08-19,4.9,0.0,72.0,84.0,62.0,2020,34
GHCND:USW00094846,2020-08-20,6.3,0.0,74.0,86.0,64.0,2020,34
GHCND:USW00094846,2020-08-21,5.4,0.0,77.0,88.0,67.0,2020,34
GHCND:USW00094846,2020-08-22,7.8,0.0,78.0,89.0,67.0,2020,34
GHCND:USW00094846,2020-08-23,6.7,0.0,80.0,92.0,70.0,2020,34
GHCND:USW00094846,2020-08-24,7.4,0.0,83.0,97.0,72.0,2020,35
GHCND:USW00094846,2020-08-25,7.4,0.03,83.0,91.0,72.0,2020,35
GHCND:USW00094846,2020-08-26,10.1,0.0,84.0,94.0,76.0,2020,35
GHCND:USW00094846,2020-08-27,10.3,0.0,85.0,95.0,78.0,2020,35
GHCND:USW00094846,2020-08-28,12.1,0.0,85.0,95.0,77.0,2020,35
GHCND:USW00094846,2020-08-29,12.1,0.0,80.0,82.0,66.0,2020,35
GHCND:USW00094846,2020-08-30,7.6,0.0,72.0,79.0,60.0,2020,35
GHCND:USW00094846,2020-08-31,9.2,0.0,74.0,85.0,66.0,2020,36
GHCND:USW00094846,2020-09-01,7.6,0.19,73.0,75.0,69.0,2020,36
GHCND:USW00094846,2020-09-02,8.5,0.05,75.0,88.0,69.0,2020,36
GHCND:USW00094846,2020-09-03,14.3,0.0,77.0,88.0,65.0,2020,36
GHCND:USW00094846,2020-09-04,8.7,0.0,69.0,80.0,56.0,2020,36
GHCND:USW00094846,2020-09-05,10.7,0.0,73.0,82.0,64.0,2020,36
GHCND:USW00094846,2020-09-06,13.4,0.6,69.0,83.0,59.0,2020,36
GHCND:USW00094846,2020-09-07,12.3,0.23,76.0,80.0,62.0,2020,37
GHCND:USW00094846,2020-09-08,14.8,0.64,63.0,65.0,60.0,2020,37
GHCND:USW00094846,2020-09-09,12.3,0.56,62.0,64.0,57.0,2020,37
GHCND:USW00094846,2020-09-10,12.3,0.18,60.0,68.0,55.0,2020,37
GHCND:USW00094846,2020-09-11,8.9,0.06,62.0,68.0,61.0,2020,37
GHCND:USW00094846,2020-09-12,9.2,0.25,67.0,73.0,63.0,2020,37
GHCND:USW00094846,2020-09-13,6.3,0.02,68.0,77.0,61.0,2020,37
GHCND:USW00094846,2020-09-14,3.8,0.0,66.0,77.0,58.0,2020,38
GHCND:USW00094846,2020-09-15,8.1,0.0,68.0,79.0,60.0,2020,38
GHCND:USW00094846,2020-09-16,10.5,0.0,71.0,84.0,63.0,2020,38
GHCND:USW00094846,2020-09-17,13.0,0.0,68.0,69.0,58.0,2020,38
GHCND:USW00094846,2020-09-18,12.5,0.0,59.0,61.0,49.0,2020,38
GHCND:USW00094846,2020-09-19,4.3,0.0,54.0,67.0,46.0,2020,38
GHCND:USW00094846,2020-09-20,5.8,0.0,60.0,73.0,48.0,2020,38
GHCND:USW00094846,2020-09-21,6.3,0.0,64.0,75.0,53.0,2020,39
GHCND:USW00094846,2020-09-22,4.9,0.0,66.0,79.0,54.0,2020,39
GHCND:USW00094846,2020-09-23,6.3,0.0,69.0,79.0,59.0,2020,39
GHCND:USW00094846,2020-09-24,6.5,0.0,68.0,79.0,58.0,2020,39
GHCND:USW00094846,2020-09-25,8.9,0.0,71.0,80.0,61.0,2020,39
GHCND:USW00094846,2020-09-26,14.5,0.0,70.0,79.0,64.0,2020,39
GHCND:USW00094846,2020-09-27,11.4,0.19,72.0,77.0,55.0,2020,39
GHCND:USW00094846,2020-09-28,7.8,0.21,57.0,63.0,51.0,2020,40
GHCND:USW00094846,2020-09-29,8.3,0.0,53.0,60.0,46.0,2020,40
GHCND:USW00094846,2020-09-30,13.0,0.0,58.0,67.0,52.0,2020,40
GHCND:USW00094846,2020-10-01,8.5,0.21,53.0,59.0,47.0,2020,40
GHCND:USW00094846,2020-10-02,6.9,0.0,49.0,55.0,42.0,2020,40
GHCND:USW00094846,2020-10-03,4.9,0.11,50.0,56.0,46.0,2020,40
GHCND:USW00094846,2020-10-04,8.5,0.0,49.0,57.0,40.0,2020,40
GHCND:USW00094846,2020-10-05,10.5,0.0,49.0,63.0,38.0,2020,41
GHCND:USW00094846,2020-10-06,11.4,0.0,60.0,75.0,52.0,2020,41
GHCND:USW00094846,2020-10-07,9.4,0.0,67.0,76.0,53.0,2020,41
GHCND:USW00094846,2020-10-08,5.1,0.0,59.0,70.0,50.0,2020,41
GHCND:USW00094846,2020-10-09,11.9,0.0,63.0,82.0,52.0,2020,41
GHCND:USW00094846,2020-10-10,13.4,0.0,70.0,77.0,57.0,2020,41
GHCND:USW00094846,2020-10-11,8.7,0.0,61.0,69.0,56.0,2020,41
GHCND:USW00094846,2020-10-12,11.4,0.11,62.0,67.0,50.0,2020,42
GHCND:USW00094846,2020-10-13,11.9,0.0,57.0,73.0,46.0,2020,42
GHCND:USW00094846,2020-10-14,13.4,0.0,60.0,79.0,47.0,2020,42
GHCND:USW00094846,2020-10-15,11.4,0.0,58.0,64.0,41.0,2020,42
GHCND:USW00094846,2020-10-16,9.4,0.01,45.0,53.0,37.0,2020,42
GHCND:USW00094846,2020-10-17,14.3,0.0,49.0,65.0,37.0,2020,42
GHCND:USW00094846,2020-10-18,8.1,0.18,53.0,60.0,40.0,2020,42
GHCND:USW00094846,2020-10-19,8.5,0.05,42.0,50.0,38.0,2020,43
GHCND:USW00094846,2020-10-20,8.1,0.19,43.0,53.0,38.0,2020,43
GHCND:USW00094846,2020-10-21,8.1,0.38,51.0,59.0,47.0,2020,43
GHCND:USW00094846,2020-10-22,10.3,1.67,55.0,78.0,47.0,2020,43
GHCND:USW00094846,2020-10-23,12.1,0.65,61.0,72.0,38.0,2020,43
GHCND:USW00094846,2020-10-24,7.8,0.0,41.0,49.0,34.0,2020,43
GHCND:USW00094846,2020-10-25,12.5,0.0,42.0,47.0,39.0,2020,43
GHCND:USW00094846,2020-10-26,9.4,0.06,38.0,39.0,34.0,2020,44
GHCND:USW00094846,2020-10-27,4.5,0.03,36.0,38.0,33.0,2020,44
GHCND:USW00094846,2020-10-28,7.4,0.0,39.0,51.0,31.0,2020,44
GHCND:USW00094846,2020-10-29,16.1,0.0,45.0,49.0,35.0,2020,44
GHCND:USW00094846,2020-10-30,6.0,0.0,37.0,44.0,31.0,2020,44
GHCND:USW00094846,2020-10-31,13.9,0.0,41.0,59.0,30.0,2020,44
GHCND:USW00094846,2020-11-01,16.1,0.0,45.0,55.0,30.0,2020,44
GHCND:USW00094846,2020-11-02,10.7,0.0,37.0,51.0,28.0,2020,45
GHCND:USW00094846,2020-11-03,9.8,0.0,50.0,69.0,39.0,2020,45
GHCND:USW00094846,2020-11-04,13.6,0.0,61.0,74.0,52.0,2020,45
GHCND:USW00094846,2020-11-05,9.8,0.0,63.0,71.0,55.0,2020,45
GHCND:USW00094846,2020-11-06,8.9,0.0,61.0,74.0,51.0,2020,45
GHCND:USW00094846,2020-11-07,9.8,0.0,63.0,72.0,54.0,2020,45
GHCND:USW00094846,2020-11-08,8.5,0.0,63.0,76.0,52.0,2020,45
GHCND:USW00094846,2020-11-09,12.1,0.0,69.0,76.0,63.0,2020,46
GHCND:USW00094846,2020-11-10,19.0,0.32,71.0,75.0,42.0,2020,46
GHCND:USW00094846,2020-11-11,8.7,0.0,43.0,45.0,35.0,2020,46
GHCND:USW00094846,2020-11-12,6.0,0.02,43.0,54.0,35.0,2020,46
GHCND:USW00094846,2020-11-13,8.1,0.0,41.0,46.0,30.0,2020,46
GHCND:USW00094846,2020-11-14,12.3,0.26,35.0,51.0,29.0,2020,46
GHCND:USW00094846,2020-11-15,19.9,0.07,46.0,55.0,34.0,2020,46
GHCND:USW00094846,2020-11-16,11.6,0.0,38.0,47.0,32.0,2020,47
GHCND:USW00094846,2020-11-17,9.4,0.0,38.0,42.0,29.0,2020,47
GHCND:USW00094846,2020-11-18,14.5,0.0,41.0,51.0,34.0,2020,47
GHCND:USW00094846,2020-11-19,19.9,0.0,53.0,66.0,48.0,2020,47
GHCND:USW00094846,2020-11-20,10.5,0.0,57.0,61.0,43.0,2020,47
GHCND:USW00094846,2020-11-21,6.5,0.0,43.0,48.0,36.0,2020,47
GHCND:USW00094846,2020-11-22,6.7,0.0,43.0,47.0,41.0,2020,47
GHCND:USW00094846,2020-11-23,5.8,0.0,41.0,46.0,33.0,2020,48
GHCND:USW00094846,2020-11-24,9.4,0.58,37.0,45.0,33.0,2020,48
GHCND:USW00094846,2020-11-25,8.1,0.47,45.0,47.0,44.0,2020,48
GHCND:USW00094846,2020-11-26,9.4,0.0,44.0,46.0,41.0,2020,48
GHCND:USW00094846,2020-11-27,7.4,0.0,42.0,45.0,33.0,2020,48
GHCND:USW00094846,2020-11-28,11.0,0.0,37.0,50.0,29.0,2020,48
GHCND:USW00094846,2020-11-29,11.6,0.0,43.0,49.0,37.0,2020,48
GHCND:USW00094846,2020-11-30,17.0,0.0,35.0,37.0,29.0,2020,49
GHCND:USW00094846,2020-12-01,8.3,0.0,29.0,35.0,25.0,2020,49
GHCND:USW00094846,2020-12-02,6.7,0.0,33.0,48.0,25.0,2020,49
GHCND:USW00094846,2020-12-03,11.0,0.0,36.0,44.0,30.0,2020,49
GHCND:USW00094846,2020-12-04,10.3,0.0,38.0,46.0,30.0,2020,49
GHCND:USW00094846,2020-12-05,4.9,0.0,34.0,41.0,29.0,2020,49
GHCND:USW00094846,2020-12-06,4.7,0.0,35.0,37.0,34.0,2020,49
GHCND:USW00094846,2020-12-07,4.0,0.0,36.0,38.0,33.0,2020,50
GHCND:USW00094846,2020-12-08,10.1,0.0,35.0,36.0,33.0,2020,50
GHCND:USW00094846,2020-12-09,5.6,0.0,39.0,53.0,32.0,2020,50
GHCND:USW00094846,2020-12-10,4.5,0.0,42.0,57.0,31.0,2020,50
GHCND:USW00094846,2020-12-11,14.8,0.82,43.0,44.0,36.0,2020,50
GHCND:USW00094846,2020-12-12,15.2,0.85,40.0,42.0,30.0,2020,50
GHCND:USW00094846,2020-12-13,6.7,0.0,31.0,36.0,27.0,2020,50
GHCND:USW00094846,2020-12-14,9.6,0.0,30.0,32.0,21.0,2020,51
GHCND:USW00094846,2020-12-15,8.9,0.0,25.0,34.0,18.0,2020,51
GHCND:USW00094846,2020-12-16,9.4,0.0,31.0,34.0,29.0,2020,51
GHCND:USW00094846,2020-12-17,5.1,0.0,33.0,35.0,27.0,2020,51
GHCND:USW00094846,2020-12-18,10.1,0.0,30.0,37.0,24.0,2020,51
GHCND:USW00094846,2020-12-19,9.6,0.0,38.0,43.0,36.0,2020,51
GHCND:USW00094846,2020-12-20,9.2,0.0,36.0,41.0,32.0,2020,51
GHCND:USW00094846,2020-12-21,13.0,0.0,37.0,46.0,33.0,2020,52
GHCND:USW00094846,2020-12-22,10.3,0.0,37.0,42.0,32.0,2020,52
GHCND:USW00094846,2020-12-23,20.8,0.17,47.0,58.0,26.0,2020,52
GHCND:USW00094846,2020-12-24,14.8,0.0,22.0,26.0,9.0,2020,52
GHCND:USW00094846,2020-12-25,12.5,0.0,13.0,22.0,8.0,2020,52
GHCND:USW00094846,2020-12-26,5.8,0.0,23.0,33.0,19.0,2020,52
GHCND:USW00094846,2020-12-27,8.7,0.0,32.0,47.0,25.0,2020,52
GHCND:USW00094846,2020-12-28,10.5,0.0,33.0,34.0,21.0,2020,53
GHCND:USW00094846,2020-12-29,8.3,0.52,24.0,32.0,18.0,2020,53
GHCND:USW00094846,2020-12-30,14.1,0.19,32.0,35.0,26.0,2020,53
GHCND:USW00094846,2020-12-31,4.0,0.0,26.0,29.0,18.0,2020,53
GHCND:USW00094846,2021-01-01,11.9,0.38,27.0,35.0,19.0,2021,53
GHCND:USW00094846,2021-01-02,6.3,0.0,32.0,35.0,28.0,2021,53
GHCND:USW00094846,2021-01-03,6.9,0.03,32.0,33.0,26.0,2021,53
GHCND:USW00094846,2021-01-04,7.8,0.0,27.0,30.0,24.0,2021,1
GHCND:USW00094846,2021-01-05,5.6,0.0,31.0,37.0,29.0,2021,1
GHCND:USW00094846,2021-01-06,4.7,0.0,33.0,39.0,31.0,2021,1
GHCND:USW00094846,2021-01-07,9.2,0.0,35.0,38.0,33.0,2021,1
GHCND:USW00094846,2021-01-08,11.9,0.02,34.0,36.0,30.0,2021,1
GHCND:USW00094846,2021-01-09,7.4,0.0,31.0,37.0,28.0,2021,1
GHCND:USW00094846,2021-01-10,5.8,0.0,29.0,29.0,24.0,2021,1
GHCND:USW00094846,2021-01-11,13.2,0.0,25.0,30.0,22.0,2021,2
GHCND:USW00094846,2021-01-12,10.7,0.0,31.0,37.0,27.0,2021,2
GHCND:USW00094846,2021-01-13,8.5,0.0,35.0,41.0,31.0,2021,2
GHCND:USW00094846,2021-01-14,9.2,0.14,36.0,40.0,32.0,2021,2
GHCND:USW00094846,2021-01-15,6.0,0.01,35.0,39.0,30.0,2021,2
GHCND:USW00094846,2021-01-16,8.5,0.07,33.0,36.0,30.0,2021,2
GHCND:USW00094846,2021-01-17,6.7,0.05,32.0,34.0,27.0,2021,2
GHCND:USW00094846,2021-01-18,9.2,0.0,28.0,30.0,23.0,2021,3
GHCND:USW00094846,2021-01-19,10.1,0.05,24.0,32.0,20.0,2021,3
GHCND:USW00094846,2021-01-20,13.0,0.0,23.0,34.0,13.0,2021,3
GHCND:USW00094846,2021-01-21,14.3,0.0,34.0,39.0,30.0,2021,3
GHCND:USW00094846,2021-01-22,10.3,0.0,23.0,30.0,12.0,2021,3
GHCND:USW00094846,2021-01-23,5.6,0.0,17.0,30.0,10.0,2021,3
GHCND:USW00094846,2021-01-24,6.9,0.02,30.0,34.0,27.0,2021,3
GHCND:USW00094846,2021-01-25,14.3,0.05,31.0,34.0,28.0,2021,4
GHCND:USW00094846,2021-01-26,17.7,0.48,31.0,32.0,25.0,2021,4
GHCND:USW00094846,2021-01-27,11.2,0.0,24.0,27.0,14.0,2021,4
GHCND:USW00094846,2021-01-28,5.1,0.0,17.0,26.0,8.0,2021,4
GHCND:USW00094846,2021-01-29,6.0,0.0,22.0,32.0,16.0,2021,4
GHCND:USW00094846,2021-01-30,16.6,0.36,31.0,34.0,29.0,2021,4
GHCND:USW00094846,2021-01-31,16.8,0.29,31.0,32.0,30.0,2021,4
GHCND:USW00094846,2021-02-01,11.2,0.0,29.0,33.0,22.0,2021,5
GHCND:USW00094846,2021-02-02,9.2,0.0,26.0,33.0,21.0,2021,5
GHCND:USW00094846,2021-02-03,5.1,0.0,26.0,36.0,17.0,2021,5
GHCND:USW00094846,2021-02-04,15.2,0.31,32.0,39.0,19.0,2021,5
GHCND:USW00094846,2021-02-05,18.1,0.0,17.0,19.0,8.0,2021,5
GHCND:USW00094846,2021-02-06,9.2,0.07,9.0,12.0,2.0,2021,5
GHCND:USW00094846,2021-02-07,8.3,0.0,1.0,5.0,-7.0,2021,5
GHCND:USW00094846,2021-02-08,4.0,0.08,5.0,15.0,1.0,2021,6
GHCND:USW00094846,2021-02-09,8.3,0.0,8.0,18.0,0.0,2021,6
GHCND:USW00094846,2021-02-10,8.3,0.03,10.0,16.0,6.0,2021,6
GHCND:USW00094846,2021-02-11,11.4,0.01,12.0,21.0,2.0,2021,6
GHCND:USW00094846,2021-02-12,9.6,0.01,14.0,17.0,7.0,2021,6
GHCND:USW00094846,2021-02-13,11.0,0.12,8.0,12.0,-1.0,2021,6
GHCND:USW00094846,2021-02-14,10.7,0.03,0.0,4.0,-5.0,2021,6
GHCND:USW00094846,2021-02-15,16.1,0.19,4.0,12.0,0.0,2021,7
GHCND:USW00094846,2021-02-16,10.3,0.01,12.0,20.0,7.0,2021,7
GHCND:USW00094846,2021-02-17,4.9,0.0,15.0,27.0,6.0,2021,7
GHCND:USW00094846,2021-02-18,5.6,0.04,21.0,26.0,17.0,2021,7
GHCND:USW00094846,2021-02-19,8.7,0.0,16.0,20.0,7.0,2021,7
GHCND:USW00094846,2021-02-20,5.1,0.0,17.0,29.0,5.0,2021,7
GHCND:USW00094846,2021-02-21,11.0,0.32,26.0,37.0,17.0,2021,7
GHCND:USW00094846,2021-02-22,15.0,0.0,33.0,40.0,26.0,2021,8
GHCND:USW00094846,2021-02-23,10.1,0.0,40.0,47.0,37.0,2021,8
GHCND:USW00094846,2021-02-24,11.0,0.0,42.0,45.0,32.0,2021,8
GHCND:USW00094846,2021-02-25,7.2,0.0,34.0,40.0,27.0,2021,8
GHCND:USW00094846,2021-02-26,8.3,0.02,34.0,43.0,24.0,2021,8
GHCND:USW00094846,2021-02-27,7.2,0.0,40.0,52.0,33.0,2021,8
GHCND:USW00094846,2021-02-28,11.6,0.01,43.0,49.0,34.0,2021,8
GHCND:USW00094846,2021-03-01,8.5,0.0,33.0,35.0,24.0,2021,9
GHCND:USW00094846,2021-03-02,10.7,0.0,30.0,43.0,22.0,2021,9
