sim_id,makespan,total_penalty,late_harvests,status,error
580,,,,ERROR,Unable to retrieve attribute 'X'
581,41.0,23.24999861519128,5.0,OK,
582,41.0,31.49999215787099,9.0,OK,
583,40.0,23.99999787263102,11.0,OK,
584,40.0,11.999998028495604,9.0,OK,
585,,,,ERROR,Unable to retrieve attribute 'X'
586,41.0,24.749996995035033,6.0,OK,
587,41.0,23.249997698182348,4.0,OK,
588,41.0,28.499998151109622,5.0,OK,
589,42.0,27.74999907555481,3.0,OK,
590,40.0,21.74999861519128,13.0,OK,
591,,,,ERROR,Unable to retrieve attribute 'X'
592,41.0,17.99999933527548,5.0,OK,
593,41.0,22.49999953963647,6.0,OK,
594,,,,ERROR,Unable to retrieve attribute 'X'
595,,,,ERROR,Unable to retrieve attribute 'X'
596,,,,ERROR,Unable to retrieve attribute 'X'
597,41.0,31.49999824017218,7.0,OK,
598,40.0,19.49999907927294,12.0,OK,
599,40.0,15.74999564816537,11.0,OK,
600,,,,ERROR,Unable to retrieve attribute 'X'
601,40.0,18.749994097857137,11.0,OK,
602,41.0,26.999990821162022,8.0,OK,
603,41.0,28.5,7.0,OK,
604,41.0,23.99999953963647,6.0,OK,
605,,,,ERROR,Unable to retrieve attribute 'X'
606,40.0,19.499999021192558,11.0,OK,
607,,,,ERROR,Unable to retrieve attribute 'X'
608,41.0,24.74999861890941,6.0,OK,
609,41.0,24.749999264045094,6.0,OK,
610,,,,ERROR,Unable to retrieve attribute 'X'
611,,,,ERROR,Unable to retrieve attribute 'X'
612,,,,ERROR,Unable to retrieve attribute 'X'
613,,,,ERROR,Unable to retrieve attribute 'X'
614,41.0,27.74999907555481,7.0,OK,
615,,,,ERROR,Unable to retrieve attribute 'X'
616,,,,ERROR,Unable to retrieve attribute 'X'
617,41.0,18.74999861519128,5.0,OK,
618,41.0,29.99999769446422,7.0,OK,
619,,,,ERROR,Unable to retrieve attribute 'X'
620,42.0,31.499998875,5.0,OK,
621,,,,ERROR,Unable to retrieve attribute 'X'
622,41.0,22.499998615988023,7.0,OK,
623,41.0,23.24999830820284,6.0,OK,
624,,,,ERROR,Unable to retrieve attribute 'X'
625,41.0,18.74999907927294,4.0,OK,
626,,,,ERROR,Unable to retrieve attribute 'X'
627,41.0,27.74999677125841,7.0,OK,
628,,,,ERROR,Unable to retrieve attribute 'X'
629,,,,ERROR,Unable to retrieve attribute 'X'
630,41.0,29.249997698182348,7.0,OK,
631,41.0,27.749999778179507,8.0,OK,
632,41.0,29.24999825772084,6.0,OK,
633,41.0,26.24999815463344,5.0,OK,
634,40.0,20.99999723410069,11.0,OK,
635,,,,ERROR,Unable to retrieve attribute 'X'
636,41.0,23.24999815482775,5.0,OK,
637,40.0,22.49999723410056,9.0,OK,
638,,,,ERROR,Unable to retrieve attribute 'X'
639,40.0,20.24999861519128,10.0,OK,
640,,,,ERROR,Unable to retrieve attribute 'X'
641,40.0,21.74999861890941,12.0,OK,
642,,,,ERROR,Unable to retrieve attribute 'X'
643,,,,ERROR,Unable to retrieve attribute 'X'
644,41.0,23.24999861519128,6.0,OK,
645,41.0,23.249996846114893,6.0,OK,
646,42.0,37.49999815854588,4.0,OK,
647,,,,ERROR,Unable to retrieve attribute 'X'
648,,,,ERROR,Unable to retrieve attribute 'X'
649,,,,ERROR,Unable to retrieve attribute 'X'
650,40.0,20.24999582349642,11.0,OK,
651,,,,ERROR,Unable to retrieve attribute 'X'
652,41.0,28.49999925000001,8.0,OK,
653,,,,ERROR,Unable to retrieve attribute 'X'
654,41.0,30.749998618909412,7.0,OK,
655,,,,ERROR,Unable to retrieve attribute 'X'
656,40.0,23.99999815854588,12.0,OK,
657,40.0,20.24999815854588,11.0,OK,
658,41.0,26.99999734861883,6.0,OK,
659,,,,ERROR,Unable to retrieve attribute 'X'
660,41.0,29.24999921752178,6.0,OK,
661,41.0,29.249980722553875,5.0,OK,
662,,,,ERROR,Unable to retrieve attribute 'X'
663,,,,ERROR,Unable to retrieve attribute 'X'
664,40.0,20.249998614996976,10.0,OK,
665,,,,ERROR,Unable to retrieve attribute 'X'
666,,,,ERROR,Unable to retrieve attribute 'X'
667,41.0,23.99999815854588,6.0,OK,
668,40.0,22.49999861519128,11.0,OK,
669,41.0,23.999997519424813,7.0,OK,
670,,,,ERROR,Unable to retrieve attribute 'X'
671,41.0,20.24999815482775,6.0,OK,
672,,,,ERROR,Unable to retrieve attribute 'X'
673,41.0,25.499997063432275,5.0,OK,
674,,,,ERROR,Unable to retrieve attribute 'X'
675,,,,ERROR,Unable to retrieve attribute 'X'
676,40.0,14.99999907927294,10.0,OK,
677,,,,ERROR,Unable to retrieve attribute 'X'
678,,,,ERROR,Unable to retrieve attribute 'X'
679,,,,ERROR,Unable to retrieve attribute 'X'
680,,,,ERROR,Unable to retrieve attribute 'X'
681,41.0,25.49998670072411,6.0,OK,
682,,,,ERROR,Unable to retrieve attribute 'X'
683,40.0,17.249998512557696,9.0,OK,
684,40.0,20.99999815482775,10.0,OK,
685,41.0,28.5,8.0,OK,
686,41.0,27.74999815854588,6.0,OK,
687,,,,ERROR,Unable to retrieve attribute 'X'
688,41.0,23.999996718102512,7.0,OK,
689,,,,ERROR,Unable to retrieve attribute 'X'
690,,,,ERROR,Unable to retrieve attribute 'X'
691,,,,ERROR,Unable to retrieve attribute 'X'
692,41.0,22.49999953591834,5.0,OK,
693,,,,ERROR,Unable to retrieve attribute 'X'
694,41.0,25.49999861519128,6.0,OK,
695,40.0,17.24999907927294,11.0,OK,
696,,,,ERROR,Unable to retrieve attribute 'X'
697,41.0,24.74999861890941,7.0,OK,
698,,,,ERROR,Unable to retrieve attribute 'X'
699,,,,ERROR,Unable to retrieve attribute 'X'
700,,,,ERROR,Unable to retrieve attribute 'X'
701,41.0,25.499998626668347,6.0,OK,
702,,,,ERROR,Unable to retrieve attribute 'X'
703,40.0,17.99999907555481,9.0,OK,
704,41.0,26.24999907555481,6.0,OK,
705,41.0,22.49999953963647,5.0,OK,
706,42.0,35.24999723781882,5.0,OK,
707,,,,ERROR,Unable to retrieve attribute 'X'
708,,,,ERROR,Unable to retrieve attribute 'X'
709,,,,ERROR,Unable to retrieve attribute 'X'
710,40.0,14.249998157306504,11.0,OK,
711,,,,ERROR,Unable to retrieve attribute 'X'
712,41.0,29.249997237785568,7.0,OK,
713,40.0,20.24999953591834,13.0,OK,
714,41.0,26.99999657710895,7.0,OK,
715,40.0,20.249998616430656,12.0,OK,
716,41.0,23.99999907927294,6.0,OK,
717,40.0,19.49999815854588,12.0,OK,
718,41.0,22.499997134152228,8.0,OK,
719,,,,ERROR,Unable to retrieve attribute 'X'
720,,,,ERROR,Unable to retrieve attribute 'X'
721,41.0,27.74999861890941,7.0,OK,
722,,,,ERROR,Unable to retrieve attribute 'X'
723,40.0,17.99999907555481,14.0,OK,
724,41.0,24.749998497413003,6.0,OK,
725,,,,ERROR,Unable to retrieve attribute 'X'
726,,,,ERROR,Unable to retrieve attribute 'X'
727,41.0,23.999997792763835,5.0,OK,
728,,,,ERROR,Unable to retrieve attribute 'X'
729,,,,ERROR,Unable to retrieve attribute 'X'
730,,,,ERROR,Unable to retrieve attribute 'X'
731,41.0,14.999999537157716,6.0,OK,
732,,,,ERROR,Unable to retrieve attribute 'X'
733,40.0,21.749994314977037,12.0,OK,
734,,,,ERROR,Unable to retrieve attribute 'X'
735,,,,ERROR,Unable to retrieve attribute 'X'
736,,,,ERROR,Unable to retrieve attribute 'X'
737,41.0,28.49999723410069,6.0,OK,
738,,,,ERROR,Unable to retrieve attribute 'X'
739,40.0,18.74999907927294,12.0,OK,
740,,,,ERROR,Unable to retrieve attribute 'X'
741,,,,ERROR,Unable to retrieve attribute 'X'
742,,,,ERROR,Unable to retrieve attribute 'X'
743,,,,ERROR,Unable to retrieve attribute 'X'
744,,,,ERROR,Unable to retrieve attribute 'X'
745,40.0,17.99999919294958,12.0,OK,
746,,,,ERROR,Unable to retrieve attribute 'X'
747,41.0,25.49999815482775,5.0,OK,
748,,,,ERROR,Unable to retrieve attribute 'X'
749,,,,ERROR,Unable to retrieve attribute 'X'
750,41.0,29.24999788065879,7.0,OK,
751,,,,ERROR,Unable to retrieve attribute 'X'
752,41.0,28.49999861890941,7.0,OK,
753,41.0,22.499998255114225,6.0,OK,
754,,,,ERROR,Unable to retrieve attribute 'X'
755,,,,ERROR,Unable to retrieve attribute 'X'
756,41.0,26.999997816237503,6.0,OK,
757,41.0,20.99999962626,6.0,OK,
758,,,,ERROR,Unable to retrieve attribute 'X'
759,,,,ERROR,Unable to retrieve attribute 'X'
760,,,,ERROR,Unable to retrieve attribute 'X'
761,,,,ERROR,Unable to retrieve attribute 'X'
762,,,,ERROR,Unable to retrieve attribute 'X'
763,41.0,35.249998150721005,9.0,OK,
764,,,,ERROR,Unable to retrieve attribute 'X'
765,,,,ERROR,Unable to retrieve attribute 'X'
766,41.0,21.749997658545396,7.0,OK,
767,,,,ERROR,Unable to retrieve attribute 'X'
768,40.0,20.24999907927293,11.0,OK,
769,40.0,19.49999320517733,10.0,OK,
770,41.0,29.999997689683767,8.0,OK,
771,,,,ERROR,Unable to retrieve attribute 'X'
772,,,,ERROR,Unable to retrieve attribute 'X'
773,,,,ERROR,Unable to retrieve attribute 'X'
774,,,,ERROR,Unable to retrieve attribute 'X'
775,,,,ERROR,Unable to retrieve attribute 'X'
776,,,,ERROR,Unable to retrieve attribute 'X'
777,,,,ERROR,Unable to retrieve attribute 'X'
778,41.0,22.49999815482775,6.0,OK,
779,41.0,21.75,5.0,OK,
780,,,,ERROR,Unable to retrieve attribute 'X'
781,40.0,20.24999861890941,11.0,OK,
782,40.0,20.249998613332217,11.0,OK,
783,,,,ERROR,Unable to retrieve attribute 'X'
784,,,,ERROR,Unable to retrieve attribute 'X'
785,41.0,23.24999907927294,6.0,OK,
786,41.0,22.49999769818235,5.0,OK,
787,,,,ERROR,Unable to retrieve attribute 'X'
788,41.0,28.49999815482775,6.0,OK,
789,41.0,26.999997211857906,6.0,OK,
790,41.0,26.99999769446422,6.0,OK,
791,41.0,19.4999972107979,5.0,OK,
792,,,,ERROR,Unable to retrieve attribute 'X'
793,41.0,24.74999907555481,5.0,OK,
794,41.0,28.49999907927294,6.0,OK,
795,41.0,24.74999861890941,6.0,OK,
796,41.0,26.99999907927294,7.0,OK,
797,41.0,26.24999815854588,6.0,OK,
798,41.0,23.24999822160713,6.0,OK,
799,,,,ERROR,Unable to retrieve attribute 'X'
800,41.0,24.74999861890941,5.0,OK,
801,41.0,29.999998597496777,7.0,OK,
802,,,,ERROR,Unable to retrieve attribute 'X'
803,41.0,20.249998152348994,5.0,OK,
804,40.0,23.99999953963647,10.0,OK,
805,41.0,24.74999953963647,7.0,OK,
806,41.0,28.49999848426276,7.0,OK,
807,,,,ERROR,Unable to retrieve attribute 'X'
808,,,,ERROR,Unable to retrieve attribute 'X'
809,,,,ERROR,Unable to retrieve attribute 'X'
810,,,,ERROR,Unable to retrieve attribute 'X'
811,,,,ERROR,Unable to retrieve attribute 'X'
812,40.0,21.749997237818818,9.0,OK,
813,41.0,25.49999908820114,7.0,OK,
814,,,,ERROR,Unable to retrieve attribute 'X'
815,,,,ERROR,Unable to retrieve attribute 'X'
816,,,,ERROR,Unable to retrieve attribute 'X'
817,41.0,20.99999822538073,5.0,OK,
818,41.0,20.249999067502372,6.0,OK,
819,,,,ERROR,Unable to retrieve attribute 'X'
820,40.0,15.749999076794186,11.0,OK,
821,,,,ERROR,Unable to retrieve attribute 'X'
822,,,,ERROR,Unable to retrieve attribute 'X'
823,41.0,29.249998158545857,7.0,OK,
824,41.0,29.99999769446422,6.0,OK,
825,40.0,22.49999815854588,10.0,OK,
826,41.0,26.249998158545882,6.0,OK,
827,,,,ERROR,Unable to retrieve attribute 'X'
828,41.0,26.999997690357475,7.0,OK,
829,,,,ERROR,Unable to retrieve attribute 'X'
830,41.0,26.24999537015297,5.0,OK,
831,,,,ERROR,Unable to retrieve attribute 'X'
832,41.0,23.99999861890941,6.0,OK,
833,41.0,20.99999718118685,5.0,OK,
834,,,,ERROR,Unable to retrieve attribute 'X'
835,41.0,24.74999861890941,5.0,OK,
836,40.0,23.99999907927294,11.0,OK,
837,,,,ERROR,Unable to retrieve attribute 'X'
838,,,,ERROR,Unable to retrieve attribute 'X'
839,41.0,26.249995365113943,8.0,OK,
840,,,,ERROR,Unable to retrieve attribute 'X'
841,41.0,19.49999815854588,6.0,OK,
842,40.0,14.249999075554811,9.0,OK,
843,,,,ERROR,Unable to retrieve attribute 'X'
844,40.0,20.99999446771273,10.0,OK,
845,40.0,14.999999050029926,11.0,OK,
846,,,,ERROR,Unable to retrieve attribute 'X'
847,,,,ERROR,Unable to retrieve attribute 'X'
848,40.0,18.74999815730649,12.0,OK,
849,41.0,21.749997690746092,5.0,OK,
850,,,,ERROR,Unable to retrieve attribute 'X'
851,41.0,32.99999815854588,6.0,OK,
852,,,,ERROR,Unable to retrieve attribute 'X'
853,,,,ERROR,Unable to retrieve attribute 'X'
854,,,,ERROR,Unable to retrieve attribute 'X'
855,,,,ERROR,Unable to retrieve attribute 'X'
856,,,,ERROR,Unable to retrieve attribute 'X'
857,,,,ERROR,Unable to retrieve attribute 'X'
858,40.0,15.749999203492271,11.0,OK,
859,41.0,23.9999976477849,7.0,OK,
860,40.0,21.749996842891463,10.0,OK,
861,41.0,21.74999907927294,6.0,OK,
862,,,,ERROR,Unable to retrieve attribute 'X'
863,41.0,19.49999861519128,6.0,OK,
864,,,,ERROR,Unable to retrieve attribute 'X'
865,,,,ERROR,Unable to retrieve attribute 'X'
866,41.0,21.749998478013826,6.0,OK,
867,,,,ERROR,Unable to retrieve attribute 'X'
868,,,,ERROR,Unable to retrieve attribute 'X'
869,,,,ERROR,Unable to retrieve attribute 'X'
870,42.0,23.999998014030332,5.0,OK,
871,,,,ERROR,Unable to retrieve attribute 'X'
872,42.0,28.499998611468307,4.0,OK,
873,41.0,21.749992848711592,4.0,OK,
874,40.0,26.99999907927294,14.0,OK,
875,41.0,24.74999832764985,6.0,OK,
876,40.0,19.49999631436513,12.0,OK,
877,40.0,20.24999907555481,10.0,OK,
878,41.0,27.74999953591834,8.0,OK,
879,41.0,25.499998099239413,7.0,OK,
880,,,,ERROR,Unable to retrieve attribute 'X'
881,,,,ERROR,Unable to retrieve attribute 'X'
882,40.0,17.249998896099907,10.0,OK,
883,41.0,29.24999953591834,7.0,OK,
884,,,,ERROR,Unable to retrieve attribute 'X'
885,40.0,21.74999653726294,11.0,OK,
886,41.0,27.74999365214665,8.0,OK,
887,40.0,20.249997893876518,12.0,OK,
888,,,,ERROR,Unable to retrieve attribute 'X'
889,,,,ERROR,Unable to retrieve attribute 'X'
890,,,,ERROR,Unable to retrieve attribute 'X'
891,40.0,17.999999346788258,11.0,OK,
892,41.0,17.999998140064594,6.0,OK,
893,,,,ERROR,Unable to retrieve attribute 'X'
894,,,,ERROR,Unable to retrieve attribute 'X'
895,41.0,19.499998616430684,7.0,OK,
896,41.0,21.74999769446422,6.0,OK,
897,40.0,14.249999071426997,10.0,OK,
898,41.0,23.99999861519128,7.0,OK,
899,,,,ERROR,Unable to retrieve attribute 'X'
900,,,,ERROR,Unable to retrieve attribute 'X'
901,40.0,20.999992626225648,11.0,OK,
902,41.0,27.74999631709178,7.0,OK,
903,,,,ERROR,Unable to retrieve attribute 'X'
904,40.0,18.74999861890941,13.0,OK,
905,41.0,29.999999075360503,7.0,OK,
906,41.0,21.74999789029437,6.0,OK,
907,,,,ERROR,Unable to retrieve attribute 'X'
908,41.0,32.249998154633445,9.0,OK,
909,41.0,23.99999927688312,6.0,OK,
910,,,,ERROR,Unable to retrieve attribute 'X'
911,41.0,32.24999821230857,7.0,OK,
912,41.0,28.49999936769722,7.0,OK,
913,,,,ERROR,Unable to retrieve attribute 'X'
914,,,,ERROR,Unable to retrieve attribute 'X'
915,40.0,21.74999631337363,9.0,OK,
916,,,,ERROR,Unable to retrieve attribute 'X'
917,41.0,26.24999907555481,7.0,OK,
918,41.0,19.499999252400215,5.0,OK,
919,40.0,17.249999949935614,11.0,OK,
920,,,,ERROR,Unable to retrieve attribute 'X'
921,40.0,17.999998616664612,12.0,OK,
922,41.0,19.4999976957036,5.0,OK,
923,41.0,25.499997565817594,7.0,OK,
924,41.0,26.249998988871972,8.0,OK,
925,,,,ERROR,Unable to retrieve attribute 'X'
926,41.0,25.499998251924833,7.0,OK,
927,,,,ERROR,Unable to retrieve attribute 'X'
928,,,,ERROR,Unable to retrieve attribute 'X'
929,,,,ERROR,Unable to retrieve attribute 'X'
930,41.0,24.0,6.0,OK,
931,,,,ERROR,Unable to retrieve attribute 'X'
932,,,,ERROR,Unable to retrieve attribute 'X'
933,,,,ERROR,Unable to retrieve attribute 'X'
934,40.0,19.499998356638308,11.0,OK,
935,,,,ERROR,Unable to retrieve attribute 'X'
936,41.0,24.7499958530101,6.0,OK,
937,,,,ERROR,Unable to retrieve attribute 'X'
938,,,,ERROR,Unable to retrieve attribute 'X'
939,,,,ERROR,Unable to retrieve attribute 'X'
940,,,,ERROR,Unable to retrieve attribute 'X'
941,,,,ERROR,Unable to retrieve attribute 'X'
942,41.0,23.99999850477669,8.0,OK,
943,41.0,25.499997698182348,6.0,OK,
944,41.0,29.249995372984344,7.0,OK,
945,41.0,17.99999953963647,4.0,OK,
946,41.0,21.74999907927294,5.0,OK,
947,,,,ERROR,Unable to retrieve attribute 'X'
948,,,,ERROR,Unable to retrieve attribute 'X'
949,,,,ERROR,Unable to retrieve attribute 'X'
950,40.0,17.999998551262983,10.0,OK,
951,40.0,17.99999858201462,10.0,OK,
952,41.0,29.999997698182348,8.0,OK,
953,40.0,17.24999861519128,10.0,OK,
954,41.0,24.749997793384132,6.0,OK,
955,41.0,20.99999861519128,5.0,OK,
956,,,,ERROR,Unable to retrieve attribute 'X'
957,40.0,23.999998212625947,11.0,OK,
958,41.0,25.499998155199563,7.0,OK,
959,41.0,22.49999815854588,3.0,OK,
960,,,,ERROR,Unable to retrieve attribute 'X'
961,,,,ERROR,Unable to retrieve attribute 'X'
962,,,,ERROR,Unable to retrieve attribute 'X'
963,,,,ERROR,Unable to retrieve attribute 'X'
964,41.0,30.749997233906385,8.0,OK,
965,41.0,27.74999306709292,6.0,OK,
966,,,,ERROR,Unable to retrieve attribute 'X'
967,,,,ERROR,Unable to retrieve attribute 'X'
968,41.0,26.99999861890941,8.0,OK,
969,,,,ERROR,Unable to retrieve attribute 'X'
970,,,,ERROR,Unable to retrieve attribute 'X'
971,40.0,15.74999860968037,10.0,OK,
972,,,,ERROR,Unable to retrieve attribute 'X'
973,41.0,25.49999907927294,5.0,OK,
974,,,,ERROR,Unable to retrieve attribute 'X'
975,,,,ERROR,Unable to retrieve attribute 'X'
976,41.0,24.74999815463344,7.0,OK,
977,,,,ERROR,Unable to retrieve attribute 'X'
978,,,,ERROR,Unable to retrieve attribute 'X'
979,40.0,20.99999861890941,11.0,OK,
980,40.0,21.749997690551783,11.0,OK,
981,41.0,25.499997698182348,5.0,OK,
982,41.0,23.999997694269915,4.0,OK,
983,41.0,25.49999815854588,6.0,OK,
984,,,,ERROR,Unable to retrieve attribute 'X'
985,,,,ERROR,Unable to retrieve attribute 'X'
986,41.0,26.999995856728233,7.0,OK,
987,,,,ERROR,Unable to retrieve attribute 'X'
988,40.0,22.49999769446422,11.0,OK,
989,41.0,27.74999723781882,5.0,OK,
990,41.0,23.999996837349876,6.0,OK,
991,41.0,30.749997698182348,8.0,OK,
992,40.0,20.249999300751846,11.0,OK,
993,,,,ERROR,Unable to retrieve attribute 'X'
994,41.0,33.74999861890941,7.0,OK,
995,41.0,20.999999593613296,5.0,OK,
996,41.0,20.9999982497938,5.0,OK,
997,41.0,27.749996816516074,8.0,OK,
998,,,,ERROR,Unable to retrieve attribute 'X'
999,41.0,23.999997698182348,5.0,OK,
